Frage,Antwort,Kategorie
Wie hoch war der höchste Kurs des Tages?,329.2300109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,302.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,104867400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,276.3666687011719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,311.7966613769531,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,276.3333435058594,Tiefstkurs
Wie hoch war das Handelsvolumen?,147109500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,282.1166687011719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,285.8333435058594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,264.0033264160156,Tiefstkurs
Wie hoch war das Handelsvolumen?,134789100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,312.239990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,312.663330078125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,287.3500061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,104436000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,310.4166564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,314.5666809082031,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,301.6666564941406,Tiefstkurs
Wie hoch war das Handelsvolumen?,73138200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,301.88665771484375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,310.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,296.4700012207031,Tiefstkurs
Wie hoch war das Handelsvolumen?,66792900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,297.0466613769531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,312.3333435058594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,293.50665283203125,Tiefstkurs
Wie hoch war das Handelsvolumen?,78855600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,307.7733459472656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,312.1666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,293.72332763671875,Tiefstkurs
Wie hoch war das Handelsvolumen?,73625400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,302.4466552734375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,315.92333984375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,300.9033203125,Tiefstkurs
Wie hoch war das Handelsvolumen?,60994500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,307.3333435058594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,308.7633361816406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,298.26666259765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,50729100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,310.6666564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,315.42333984375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,306.6666564941406,Tiefstkurs
Wie hoch war das Handelsvolumen?,52259400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,301.51666259765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,314.60333251953125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,298.8999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,66126900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,286.6666564941406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,305.32000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,283.5666809082031,Tiefstkurs
Wie hoch war das Handelsvolumen?,79645800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,291.9200134277344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,299.6266784667969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,284.3833312988281,Tiefstkurs
Wie hoch war das Handelsvolumen?,67756500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,307.4766540527344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,307.6666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,297.7933349609375,Tiefstkurs
Wie hoch war das Handelsvolumen?,57286200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,307.7966613769531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,308.80999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,300.4033203125,Tiefstkurs
Wie hoch war das Handelsvolumen?,51294300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,292.1166687011719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,306.1666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,291.3666687011719,Tiefstkurs
Wie hoch war das Handelsvolumen?,55178400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,285.6600036621094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,295.6233215332031,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,279.2033386230469,Tiefstkurs
Wie hoch war das Handelsvolumen?,68501700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,273.84332275390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,285.57666015625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,267.0333251953125,Tiefstkurs
Wie hoch war das Handelsvolumen?,83288100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,254.67999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,278.4333190917969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,253.52000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,95256900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,266.92333984375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,267.49334716796875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,233.3333282470703,Tiefstkurs
Wie hoch war das Handelsvolumen?,135322200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,269.9566650390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,273.1666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,260.79998779296875,Tiefstkurs
Wie hoch war das Handelsvolumen?,76067700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,290.1433410644531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,292.28668212890625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,271.57000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,99006900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,288.1233215332031,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,296.6266784667969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,284.59332275390625,Tiefstkurs
Wie hoch war das Handelsvolumen?,74766900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,293.2966613769531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,295.49334716796875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,281.42333984375,Tiefstkurs
Wie hoch war das Handelsvolumen?,74643300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,279.7633361816406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,295.4800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,277.5333251953125,Tiefstkurs
Wie hoch war das Handelsvolumen?,61623600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,279.42999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,285.2166748046875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,275.0533447265625,Tiefstkurs
Wie hoch war das Handelsvolumen?,66999600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,268.1933288574219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,288.71331787109375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,268.19000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,72494100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,274.79998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,283.3299865722656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,260.72332763671875,Tiefstkurs
Wie hoch war das Handelsvolumen?,80399100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,286.3233337402344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,286.85333251953125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,277.336669921875,Tiefstkurs
Wie hoch war das Handelsvolumen?,59184000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,279.4333190917969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,284.8166809082031,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,270.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,58648500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,265.1166687011719,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,281.26666259765625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,264.5899963378906,Tiefstkurs
Wie hoch war das Handelsvolumen?,67037100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,255.4566650390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,266.8999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,252.01333618164062,Tiefstkurs
Wie hoch war das Handelsvolumen?,71152200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,267.2966613769531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,268.5233459472656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,252.19000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,66841200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,280.07666015625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,280.6666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,267.4200134277344,Tiefstkurs
Wie hoch war das Handelsvolumen?,84028800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,290.5333251953125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,291.6666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,275.239990234375,Tiefstkurs
Wie hoch war das Handelsvolumen?,66582900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,301.7966613769531,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,302.6166687011719,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,289.1300048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,100414200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,307.0533447265625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,314.2833251953125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,302.36334228515625,Tiefstkurs
Wie hoch war das Handelsvolumen?,81981600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,331.32666015625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,332.6199951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,307.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,105868500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,333.03668212890625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,346.8999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,325.4666748046875,Tiefstkurs
Wie hoch war das Handelsvolumen?,120676200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,337.97332763671875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,341.4966735839844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,329.6000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,68920800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,336.8800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,340.6000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,332.44000244140625,Tiefstkurs
Wie hoch war das Handelsvolumen?,62031600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,363.9466552734375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,365.9599914550781,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,351.20001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,102506100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,366.5233459472656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,371.5899963378906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,357.7033386230469,Tiefstkurs
Wie hoch war das Handelsvolumen?,73614900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,364.663330078125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,371.3166809082031,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,361.3333435058594,Tiefstkurs
Wie hoch war das Handelsvolumen?,59865000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,359.20001220703125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,367.71331787109375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,358.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,48992700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,361.5299987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,364.9166564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,355.5466613769531,Tiefstkurs
Wie hoch war das Handelsvolumen?,54263100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,381.8166809082031,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,383.3033447265625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,357.510009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,82035900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,363.7533264160156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,384.2900085449219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,362.4333190917969,Tiefstkurs
Wie hoch war das Handelsvolumen?,80075100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,348.586669921875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,359.6666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,342.5666809082031,Tiefstkurs
Wie hoch war das Handelsvolumen?,89348400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,352.4200134277344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,358.86334228515625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,340.5133361816406,Tiefstkurs
Wie hoch war das Handelsvolumen?,79447200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,341.8299865722656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,349.4800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,340.8133239746094,Tiefstkurs
Wie hoch war das Handelsvolumen?,55013700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,325.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,336.15667724609375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,324.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,59357100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,328.98333740234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,340.39666748046875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,325.5333251953125,Tiefstkurs
Wie hoch war das Handelsvolumen?,65976000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,340.7900085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,342.0799865722656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,324.3666687011719,Tiefstkurs
Wie hoch war das Handelsvolumen?,55121100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,328.3333435058594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,337.57000732421875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,327.39666748046875,Tiefstkurs
Wie hoch war das Handelsvolumen?,58422300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,334.7633361816406,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,338.3066711425781,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,324.4700012207031,Tiefstkurs
Wie hoch war das Handelsvolumen?,51715200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,342.7166748046875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,344.9800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,331.77667236328125,Tiefstkurs
Wie hoch war das Handelsvolumen?,49847700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,325.73333740234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,344.6666564941406,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,325.0833435058594,Tiefstkurs
Wie hoch war das Handelsvolumen?,70711200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,336.260009765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,364.0733337402344,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,332.1400146484375,Tiefstkurs
Wie hoch war das Handelsvolumen?,105416400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,335.01666259765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,344.95001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,331.3333435058594,Tiefstkurs
Wie hoch war das Handelsvolumen?,69696600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,332.67333984375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,336.2066650390625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,325.1000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,68341200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,292.1400146484375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,333.3333435058594,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,291.6666564941406,Tiefstkurs
Wie hoch war das Handelsvolumen?,136133700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,293.836669921875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,306.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,292.4533386230469,Tiefstkurs
Wie hoch war das Handelsvolumen?,76956300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,292.5033264160156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,300.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,273.8999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,124948500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,290.2533264160156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,311.4666748046875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,290.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,88133100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,300.9800109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,302.1199951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,282.6766662597656,Tiefstkurs
Wie hoch war das Handelsvolumen?,75781500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,303.0833435058594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,308.02667236328125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,296.1966552734375,Tiefstkurs
Wie hoch war das Handelsvolumen?,63709500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,317.5400085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,318.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,295.09332275390625,Tiefstkurs
Wie hoch war das Handelsvolumen?,81643800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,291.09332275390625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,315.20001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,285.8999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,92519100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,288.54998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,296.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,281.03668212890625,Tiefstkurs
Wie hoch war das Handelsvolumen?,72903000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,262.3699951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,281.8766784667969,Höchstkurs
